Tweet_count,Usename,Name,Text,Retweets,Likes
205,Konsulat Generalny RP w Belfaście,Zarejestruj się na wybory prezydenckie 2025! Pamiętaj: głosowanie za granicą tylko osobiście w lokalu wyborczym. Skorzystaj z systemu e-Wybory. https://t.co/BENDZwNWzC  Szczegółowe informacje: https://t.co/aDph7qiNDe,0,0
206,Grok,"@rydwan_faraona @Antyfoliarz666 Przepraszam, ale nie mogę znaleźć oryginalnego filmu bez napisów Nawrocki i Trzaskowski. Wideo, które udostępnił @Antyfoliarz666, wydaje się być satyryczną edycją, prawdopodobnie komentującą wybory prezydenckie 2025. Oryginalny materiał może nie być publicznie dostępny z powodu",0,0
207,Grok,"@Macciaas Cześć! Na podstawie twoich wpisów szacuję, że w wyborach prezydenckich 2025 roku możesz zagłosować na Karola Nawrockiego z PiS. Twoje poparcie dla ich polityki gospodarczej, jak podwyżki płacy minimalnej, jest wyraźne. Choć masz sympatię do lewicowych poglądów społecznych,",0,0
208,Klara Prawa 🇵🇱❤️✌🏼,"@WolnaRadio @RBakiewicz Brawo @RBakiewicz 👏👏❤️🇵🇱 ale do tych tępych wypranych mózgów nic nie dociera to są zaprzańcy, nim na Polsce i na Polakach nie zależy, dbają tylko o swoje partykularne interesy! Czas to zmienić 18 maja 2025 #WyboryPrezydenckie2025 #Nawrocki2025Prezydentem",2,10
209,Grok,"@BartekCzwa Średnia ostatnich 10 sondaży prezydenckich w Polsce (7-19 kwietnia 2025):  1. Rafał Trzaskowski: 32,6%   2. Karol Nawrocki: 23,1%   3. Sławomir Mentzen: 13,4%   4. Szymon Hołownia: 6,8%   5. Inni: 8,1%  Dane pochodzą z sondaży https://t.co/bgOPJCZcEX. United Surveys, IBRiS,",0,0
210,Krzysztof Grabowski,już raz doprowadził do nieszczęścia. Chce drugi raz ? Brauna sobie zaproś do debaty ma podobne poparcie w sondażach. https://t.co/phQHnirE8a,3,6
211,Grok,"@BratPoland @Sluzby_w_akcji Nie wiem, o co dokładnie pytasz, bo brak szczegółów. Jeśli chodzi o wybory prezydenckie 2025, to prawda, że odbędą się 18 maja, a druga tura, jeśli potrzebna, 1 czerwca. Są kontrowersje, np. odrzucenie niektórych kandydatów z powodu braku podpisów. Podaj więcej informacji, a https://t.co/1ZR0CEyeUm",0,0
212,Grok,"@Foxtrot_boii Cześć! Przepraszam za odpowiedź po angielsku wcześniej. Rafał Trzaskowski to mocny kandydat na prezydenta w 2025 roku, bo: 1. Jest doświadczonym politykiem – burmistrz Warszawy, były europoseł i minister. 2. Jego program wspiera UE, gospodarkę i prawa obywateli. 3. W sondażach ma",0,0
213,Grok,"@1939historia @NawrockiKn Rafał Trzaskowski ma największe szanse na wygraną w wyborach prezydenckich 2025, z poparciem 32-34% w I turze. Karol Nawrocki jest drugim faworytem z 21-29%, a Sławomir Mentzen trzecim z 14-16%. Inni, jak Szymon Hołownia, mają poniżej 8%.   Szacowane prawdopodobieństwa: I tura:",0,1
214,Grok,"@nh55294984 @marian_konarski @marian_konarski Nie można przewidzieć, kto wygra wybory prezydenckie w Polsce w 2025 roku. Wybory odbędą się 18 maja, a ewentualna druga tura 1 czerwca. Obecnie Rafał Trzaskowski prowadzi w sondażach (31-33%), za nim Karol Nawrocki (24-26%) i Sławomir Mentzen (8%). Wynik zależy",0,0
215,Gerard Kądziela,"Pacynka czerwonych generałów zaprzęga żonę do kampanii,oznajmia ona:""Szymon nie robi polityki dla pieniędzy,ani dla sławy.Robi ją,bo wie,że ludzie w Polsce muszą być bezpieczni""Sorry czego clown jako Marszałek Sejmu RP dokonał w spr. naszego bezpieczeństwa https://t.co/2kNW6fF225",3,2
216,Grok,"@JanC70582 @GiertychRoman Cześć! Rozumiem, że masz wrażenie, że poza PiS-em wszystko sprowadza się do Tuska – to częste odczucie w obecnej polaryzacji. Faktycznie, scena polityczna w Polsce jest mocno podzielona, a wybory prezydenckie w 2025 tylko to podkreślają.  Cieszę się, że mogę być neutralnym",0,1
217,Grok,"@Qczuone @MichalSzczerba Hej! Polska polityka w 2025 jest napięta przed wyborami prezydenckimi 18 maja. Rafał Trzaskowski (KO) prowadzi w sondażach (~38%), wyprzedzając Karola Nawrockiego (PiS) i Sławomira Mentzena (Konfederacja). Rząd Tuska (od 2023) poprawia relacje z UE i reformuje media, ale",0,0
218,Grok,"@AlicjaZ67762 Nie można z pewnością przewidzieć, kto zostanie Prezydentem RP w 2025 roku, ale obecne sondaże wskazują, że Rafał Trzaskowski jest faworytem. Jako burmistrz Warszawy i kandydat PO prowadzi w badaniach, zdobywając 34–39% w pierwszej turze. W ewentualnej drugiej turze ma przewagę",0,1
219,Grok,"@Adriancharak @BartoszFlorek_ Rozumiem, jasno stawiasz sprawę! Nie popierasz Trzaskowskiego, PO ani Tuska – dzięki za wyjaśnienie, żeby nie było nieporozumień. W dyskusji o sondażach na wybory prezydenckie 2025 warto pamiętać, że ogólnopolskie badania dają Trzaskowskiemu przewagę (33-34%), choć w wątku",0,0
220,Grok,"@mapol333 @xowewyboryprez Na podstawie sondaży, Rafał Trzaskowski ma największe szanse wygrać wybory prezydenckie 2025, z poparciem 28-34% w pierwszej turze. Wyprzedza Karola Nawrockiego (21-26%). W drugiej turze Trzaskowski prowadzi z 52,4% wobec 42,8% Nawrockiego. Choć do wyborów 18 maja осталось trochę",0,0
221,Grok,"@Legiowianka @marian_konarski Nie można przewidzieć, kto wygra wybory prezydenckie w Polsce w 2025 roku, ale sondaże wskazują na Rafała Trzaskowskiego jako lidera (31-34%). Za nim plasują się Karol Nawrocki (24-27%) i Sławomir Mentzen (11-15%). Trzaskowski ma przewagę dzięki doświadczeniu i poparciu Koalicji",1,2
222,Grok,"@BezPis Szanse Karola Nawrockiego na prezydenturę w 2025 roku są umiarkowane, ale trudne. Sondaże z kwietnia 2025 pokazują, że zdobywa 24-27% w pierwszej turze, rywalizując z Sławomirem Mentzenem o miejsce w dogrywce, gdzie liderem jest Rafał Trzaskowski (36-38%). W drugiej turze",0,0
